movieId,imdbId,tmdbId
1077,0070707,11561
2009,0070723,12101
1234,0070735,9277
7008,0070849,1643
66246,0070860,36764
3194,0070903,10236
2527,0070909,2362
6585,0070915,4984
4754,0070917,16307
7817,0070948,4923
78903,0070959,91487
2521,0071110,27932
8838,0071115,16153
7089,0071129,7857
6509,0071141,216
6408,0071143,147729
75990,0071155,42451
3672,0071206,23069
5980,0071222,16938
3671,0071230,11072
1329,0071233,25944
7895,0071249,11942
26313,0071269,32044
1252,0071315,829
3730,0071360,592
3430,0071402,13939
3470,0071411,9764
47330,0071424,19017
2535,0071455,11123
26317,0071464,24402
26318,0071487,5558
32735,0071502,47406
26320,0071508,3043
7093,0071524,987
5395,0071532,44800
1221,0071562,240
3771,0071569,17897
26322,0071571,16246
7178,0071577,11034
26323,0071583,27977
26324,0071598,42448
26325,0071604,42449
1011,0071607,10869
26326,0071615,8327
3847,0071650,20850
5056,0071691,11710
5341,0071746,27094
4220,0071771,4985
3590,0071772,38925
88106,0071797,84922
3639,0071807,682
1136,0071853,762
8879,0071877,4176
2074,0071910,26648
5003,0071913,14683
7792,0071970,17365
4789,0071994,27327
1125,0072081,11843
3738,0072226,5121
3384,0072251,8333
2459,0072271,30497
8998,0072272,33740
31923,0072281,2926
32211,0072285,15018
3769,0072288,8348
2524,0072308,5919
5088,0072353,4031
85316,0072410,72185
7071,0072417,29845
1278,0072431,3034
3415,0072443,1396
108583,0072500,0
1007,0072653,18660
2730,0072684,3175
5301,0072705,32617
62764,0072709,27361
7236,0072730,4917
4045,0072735,8043
5302,0072737,31671
2981,0072742,94857
26338,0072826,5618
8727,0072848,5122
7991,0072856,13282
7921,0072869,38701
3362,0072890,968
7899,0072913,49636
1009,0072951,14821
26342,0072973,1835
5473,0072976,42254
4863,0072979,14267
7720,0073012,12310
5117,0073026,39282
5356,0073043,39154
8264,0073076,17346
92756,0073096,84259
31104,0073107,42257
26346,0073114,1829
5984,0073115,4561
1387,0073195,578
3814,0073312,11686
1303,0073341,983
8290,0073396,32303
2303,0073440,3121
26349,0073453,32042
1193,0073486,510
1913,0073540,11020
26350,0073580,9652
7115,0073582,20126
2657,0073629,36685
5522,0073631,11484
7024,0073650,5336
3099,0073692,31121
31270,0073705,27429
34435,0073707,12259
8851,0073722,42264
2346,0073747,12223
7892,0073756,40810
2819,0073802,11963
2877,0073812,11326
2239,0073817,37916
7577,0073822,44864
495,0074102,5879
6787,0074119,891
7935,0074147,29454
3726,0074156,17814
5139,0074174,23479
5490,0074205,19133
3371,0074235,42232
6798,0074256,8446
1341,0074258,13549
8927,0074279,21241
6410,0074281,15462
1345,0074285,7340
6256,0074287,57447
47152,0074360,51857
3985,0074452,11372
3294,0074455,30062
4945,0074483,10649
3676,0074486,985
2177,0074512,5854
104662,0074533,42244
7334,0074554,1723
26366,0074605,33324
114464,0074621,17200
3339,0074695,10839
7126,0074749,32040
2367,0074751,10730
114766,0074768,56386
32728,0074806,19971
6530,0074811,11482
2528,0074812,10803
6184,0074851,991
3551,0074860,10518
26371,0074906,42252
5021,0074937,6037
3504,0074958,10774
1350,0075005,794
3508,0075029,10747
2238,0075040,37550
6663,0075066,12268
1954,0075148,1366
32797,0075165,37512
31921,0075194,29578
2095,0075200,15943
4710,0075213,12584
26375,0075223,11558
3612,0075232,16176
31284,0075265,19610
5121,0075276,11698
111,0075314,103
8999,0075323,74719
69849,0075572,67479
52767,0075610,20553
8261,0075612,41662
2522,0075648,7227
6021,0075675,11222
1230,0075686,703
1331,0075704,49126
5141,0075718,19050
77808,0075774,42217
7980,0075784,5902
2037,0075807,14612
121126,0075809,24655
4928,0075824,5781
3471,0075860,840
7920,0075936,14262
5965,0075968,19067
6234,0075995,37258
1998,0076009,11586
3674,0076044,38802
2014,0076054,16084
4947,0076070,17689
3244,0076095,14741
2923,0076123,85325
2051,0076137,14140
26386,0076141,12535
2853,0076150,23761
50641,0076162,25623
4810,0076172,66092
78967,0076210,26932
4911,0076221,11834
6465,0076240,41426
32234,0076245,42222
3760,0076257,11598
4927,0076299,72277
7415,0076301,42228
7095,0076327,37749
31193,0076363,13716
26391,0076451,12637
5214,0076489,24032
71180,0076517,42225
1030,0076538,11114
52319,0076584,22311
7029,0076590,29437
2090,0076618,11319
2523,0076636,10670
5693,0076666,11009
3807,0076716,11940
5292,0076723,11590
5247,0076729,11006
7586,0076734,633
26393,0076740,38985
3635,0076752,691
260,0076759,11
4437,0076786,11906
26394,0076843,61280
57430,0076910,86241
31150,0076929,16220
3560,0077132,49096
2534,0077189,166680
5352,0077234,1815
105763,0077247,34023
3304,0077248,14839
3204,0077269,16241
2866,0077280,24153
4705,0077288,4484
2038,0077305,19378
4925,0077321,14584
3015,0077355,11223
3724,0077362,31657
6730,0077369,9584
2789,0077394,10766
7387,0077402,923
2932,0077405,16642
4212,0077413,4192
1263,0077416,11778
41714,0077452,42234
4201,0077504,35976
5382,0077523,15417
3445,0077530,29143
5735,0077533,12237
5834,0077549,63435
3519,0077572,17339
7107,0077578,15659
3732,0077588,12611
4441,0077594,13333
26400,0077598,24998
1380,0077631,621
1982,0077651,948
2779,0077663,12185
5588,0077681,12262
26403,0077687,1362
2055,0077698,28736
2131,0077711,12761
5891,0077713,25239
4316,0077716,50541
26404,0077728,156235
3813,0077742,15867
7001,0077745,11850
1388,0077766,579
5385,0077838,13963
2116,0077869,123
44911,0077889,34193
7492,0077914,26517
3498,0077928,11327
3421,0077975,8469
26409,0078062,98851
3024,0078087,24831
8499,0078111,26973
5087,0078122,4267
2091,0078158,14822
8596,0078163,6081
6779,0078199,37672
6725,0078239,36759
51277,0078243,11841
26413,0078252,11537
2640,0078346,1924
33912,0078444,38731
1194,0078446,11455
2138,0078480,11837
26414,0078481,45695
6316,0078504,24961
3420,0078718,17443
6658,0078721,9051
7104,0078723,11519
2536,0078740,29723
1214,0078748,348
2971,0078754,16858
1327,0078767,11449
39941,0078771,259
1208,0078788,28
2016,0078790,22328
1292,0078841,10322
2537,0078856,31638
2034,0078869,9570
6170,0078872,17264
1161,0078875,659
3359,0078902,20283
6748,0078908,28942
8906,0078935,8689
3428,0078950,30547
7698,0078966,988
6665,0079073,33521
7764,0079082,13553
31522,0079095,661
6413,0079100,11145
8340,0079116,10734
3135,0079239,21887
6990,0079240,11583
3804,0079257,59181
26422,0079261,10654
8899,0079271,42172
55757,0079278,42173
26425,0079336,19827
2109,0079367,6471
1955,0079417,12102
1080,0079470,583
6032,0079477,20813
26430,0079495,30636
3702,0079501,9659
6521,0079510,42176
1244,0079522,696
3040,0079540,14035
2526,0079550,40160
3638,0079574,698
3396,0079588,11176
4292,0079638,40842
3506,0079640,29786
5489,0079641,6404
5642,0079668,33831
43177,0079688,23957
2901,0079714,9638
4811,0079766,10373
4197,0079781,33250
5413,0079788,7216
42163,0079807,22975
7990,0079813,26326
2409,0079817,1367
6735,0079826,16323
8253,0079833,15371
31502,0079844,11343
55652,0079871,25476
68614,0079875,47906
1232,0079944,1398
1371,0079945,152
26435,0079948,54663
8923,0080009,11121
5544,0080025,24750
5699,0080031,5917
5165,0080057,7219
5600,0080117,233
120821,0080118,149362
7802,0080120,11474
4893,0080130,45964
7948,0080140,42179
2924,0080179,11230
69241,0080196,45560
7762,0080297,140207
3811,0080310,13783
4291,0080319,19494
2791,0080339,813
2525,0080354,33518
4713,0080360,11542
3649,0080365,2768
4714,0080377,17169
2130,0080388,23954
2163,0080391,2182
4716,0080408,33214
4198,0080421,14460
4717,0080436,19267
4826,0080437,16121
2950,0080453,5689
1220,0080455,525
7790,0080461,31112
3834,0080472,21866
4830,0080474,1623
3552,0080487,11977
4706,0080489,11684
2862,0080491,9453
4831,0080492,40932
4832,0080500,32027
6000,0080503,28679
4833,0080516,13550
4834,0080520,13612
4835,0080549,16769
4836,0080556,42158
4837,0080569,27958
4840,0080610,1716
4842,0080641,20681
4932,0080661,11033
4933,0080671,69716
2313,0080678,1955
1196,0080684,1891
4936,0080716,3537
2286,0080731,3486
4941,0080745,3604
1128,0080749,790
5042,0080752,16127
5043,0080754,31603
1974,0080761,4488
5179,0080798,10889
2150,0080801,8393
5180,0080813,16149
5182,0080846,25628
2050,0080861,12129
3619,0080881,21879
5186,0080888,22288
5187,0080889,32030
4751,0080907,5922
3587,0080923,16395
5193,0080948,15310
3091,0080979,11953
72612,0081040,47466
5198,0081070,14807
5199,0081071,14729
4752,0081114,27346
2988,0081150,38772
4177,0081163,6028
5202,0081176,39543
5203,0081178,39578
5205,0081184,30924
2240,0081207,21873
5208,0081237,18910
109205,0081242,206822
5210,0081248,24919
1956,0081283,16619
2088,0081353,11335
1135,0081375,10765
3971,0081376,13762
1987,0081383,36599
1228,0081398,1578
5238,0081420,42750
2851,0081454,0
5853,0081455,9538
5241,0081480,28124
5242,0081485,41034
5243,0081499,11563
1258,0081505,694
5244,0081506,15119
8853,0081528,104659
5246,0081529,12705
1286,0081534,16633
2290,0081554,11337
5250,0081562,21629
4956,0081568,42160
2641,0081573,8536
2968,0081633,36819
5700,0081693,31278
5696,0081696,17496
5125,0081698,14475
71650,0081746,99189
3235,0081748,13005
5703,0081751,33076
112577,0081758,92323
5705,0081777,15668
77658,0081846,205300
5707,0081974,19429
6835,0082000,39916
3725,0082009,29204
1321,0082010,814
3524,0082031,13665
5710,0082045,11340
5518,0082054,42337
1335,0082083,37843
5712,0082085,11644
2917,0082089,14412
1233,0082096,387
5715,0082118,24124
4396,0082136,11286
5718,0082138,53922
5427,0082146,18905
1957,0082158,9443
4415,0082163,20075
2254,0082172,218624
5540,0082186,10323
1587,0082198,9387
2041,0082199,19379
5723,0082200,26560
681,0082206,35797
3731,0082220,31593
3431,0082250,14373
3679,0082252,21137
2044,0082263,40866
1264,0082269,4485
5039,0082288,848
3970,0082307,19204
5729,0082329,19114
1129,0082340,1103
2872,0082348,11527
5732,0082351,10863
5655,0082362,74899
2790,0082377,10768
5742,0082382,85058
2989,0082398,699
5745,0082405,25113
1033,0082406,10948
4784,0082416,12537
1975,0082418,9725
3021,0082427,13555
5746,0082431,28893
5747,0082432,11646
3397,0082474,14900
5752,0082477,21764
3036,0082484,62204
1983,0082495,11281
5754,0082497,42149
610,0082509,11827
2878,0082511,28377
2301,0082517,10156
1130,0082533,11298
3805,0082622,22167
5765,0082679,41394
3703,0082694,8810
2075,0082736,11911
5778,0082748,47886
5768,0082763,16471
2639,0082766,15660
5772,0082783,25468
5773,0082801,19507
3029,0082817,21610
1124,0082846,11816
4443,0082869,10540
5777,0082894,17450
5779,0082910,31646
4179,0082912,42148
5780,0082926,14269
3621,0082933,21484
3529,0082934,11027
3734,0082945,32047
5782,0082949,1672
4417,0082966,28794
5846,0082969,96966
5847,0082970,25566
1198,0082971,85
2929,0082979,18254
5850,0083000,43089
5854,0083064,14664
5857,0083099,84735
5859,0083111,12528
1663,0083131,10890
5237,0083169,10627
5864,0083170,26325
5866,0083189,31921
5867,0083190,11524
5868,0083193,109264
5869,0083232,32077
3048,0083254,47941
5910,0083260,37335
5913,0083276,35343
5914,0083281,30142
5915,0083284,17360
5917,0083365,76397
4696,0083366,19317
5049,0083511,150
2792,0083530,2665
5918,0083542,40952
1326,0083550,16235
4039,0083564,15739
5288,0083590,26851
5923,0083598,41760
4697,0083624,27813
4915,0083630,16441
5926,0083641,45840
5927,0083642,16363
8827,0083652,20120
541,0083658,78
5932,0083702,42124
5933,0083717,25297
1346,0083722,6217
58904,0083728,14272
5936,0083745,67772
3016,0083767,16281
2140,0083791,11639
2110,0083798,9442
5938,0083806,17590
3543,0083833,13776
3221,0083851,10831
1097,0083866,601
5940,0083869,28940
4105,0083907,764
6077,0083908,4193
3047,0083911,276635
2068,0083922,5961
3210,0083929,13342
6078,0083943,10724
2403,0083944,1368
2970,0083946,9343
5038,0083951,27273
2757,0083967,3526
1976,0083972,9728
1293,0083987,783
1381,0084021,9037
6084,0084088,37917
2659,0084156,30168
6091,0084228,8219
6092,0084234,27088
6093,0084237,10150
6095,0084266,16407
6096,0084293,41913
4535,0084296,24266
6100,0084329,8288
6101,0084335,15600
6103,0084351,124963
6104,0084352,11949
6105,0084354,42134
921,0084370,31044
3313,0084395,33374
2518,0084412,14742
6107,0084422,42130
4041,0084434,2623
6109,0084445,41291
2256,0084472,48311
6114,0084488,37997
6115,0084489,27609
1298,0084503,12104
6116,0084504,25872
49817,0084509,30060
1994,0084516,609
3688,0084522,10246
6121,0084565,42135
1150,0084589,4483
6122,0084597,21923
2410,0084602,1371
6123,0084628,1563
6124,0084633,17132
6125,0084648,59533
2139,0084649,11704
6126,0084654,2262
102252,0084671,19156
6127,0084675,52772
3938,0084695,27475
91488,0084701,13396
1096,0084707,15764
6132,0084719,30874
6133,0084725,30363
1374,0084726,154
6037,0084737,19415
2668,0084745,17918
6140,0084777,29702
2104,0084783,27332
2288,0084787,1091
4361,0084805,9576
4929,0084809,23805
6143,0084814,9699
2105,0084827,97
3068,0084855,24226
1081,0084865,12614
32840,0084868,32085
6148,0084899,47955
4280,0084917,11307
2255,0084938,47947
81660,0085124,61755
42946,0085127,21519
5226,0085154,18172
1323,0085159,27214
26462,0085210,13633
2352,0085244,12560
26464,0085255,6341
5054,0085271,15050
3584,0085276,1058
32444,0085297,42106
2517,0085333,8769
2804,0085334,850
2241,0085346,21500
2121,0085382,10489
26467,0085404,7012
2118,0085407,11336
3846,0085470,18391
26471,0085474,15251
4589,0085475,21721
8183,0085478,38291
26472,0085482,17435
33021,0085496,8220
5734,0085518,15900
5041,0085542,15035
2942,0085549,535
6989,0085615,8289
1984,0085636,10676
3550,0085701,11654
1389,0085750,17692
6001,0085794,262
1289,0085809,11314
4275,0085811,849
1238,0085859,11235
2111,0085894,11591
3497,0085919,1793
6807,0085959,4543
3591,0085970,13105
3331,0085980,2193
2795,0085995,11153
3347,0086005,14280
7573,0086006,36670
2855,0086014,42114
7759,0086022,1394
7570,0086034,700
2114,0086066,227
3689,0086129,19698
26480,0086135,29173
3691,0086143,18835
2902,0086154,10576
1210,0086190,1892
5101,0086194,21921
1231,0086197,9549
2915,0086200,9346
26485,0086216,232
4262,0086250,111
4809,0086312,12502
3843,0086320,13567
5248,0086325,15120
2097,0086336,24808
4987,0086346,26978
26487,0086355,30707
5694,0086361,10805
8823,0086370,36912
5650,0086373,12921
48198,0086377,66487
4957,0086383,10650
2642,0086393,9531
5360,0086397,28466
2070,0086423,42121
1958,0086425,11050
31035,0086429,21259
3039,0086465,1621
26492,0086491,15301
8722,0086494,32644
4353,0086508,9967
6638,0086525,19053
6774,0086541,837
6979,0086567,860
26494,0086589,28054
2919,0086617,11541
5012,0086619,10269
7934,0086637,11030
2311,0086837,4437
3070,0086856,11379
3206,0086859,22160
8610,0086873,10631
1225,0086879,279
3525,0086927,12309
4085,0086960,90
3342,0086969,11296
2259,0086973,14347
3683,0086979,11368
7616,0086984,11507
4000,0086993,2669
6349,0086998,15259
6348,0086999,17464
7983,0087003,12762
3700,0087004,26889
4222,0087015,23730
4397,0087032,11950
5428,0087042,14774
2122,0087050,10823
26501,0087054,42086
6814,0087062,16969
26505,0087072,30278
5040,0087078,9610
4690,0087089,2148
3110,0087091,42087
5276,0087100,40814
4691,0087130,42033
114122,0087150,135418
3770,0087175,24099
2021,0087182,841
2897,0087188,5622
26509,0087197,19596
5277,0087222,53426
3169,0087231,26578
3708,0087262,11495
110858,0087263,54752
3308,0087265,25010
3791,0087277,1788
1977,0087298,9730
2716,0087332,620
2364,0087344,39256
2003,0087363,927
6991,0087365,11002
6628,0087425,21989
4692,0087428,11308
26513,0087451,10179
2115,0087469,87
5568,0087507,16806
2420,0087538,1885
7099,0087544,81
1299,0087553,625
8633,0087597,11884
2397,0087688,110643
3041,0087700,40771
2945,0087722,31043
3766,0087727,15379
4971,0087747,23111
5061,0087751,31955
3398,0087755,11899
3098,0087781,11393
2613,0087799,18462
1347,0087800,377
2117,0087803,9314
2257,0087810,44772
1227,0087843,311
1305,0087884,655
7087,0087892,15927
6803,0087909,29161
8591,0087910,10606
3111,0087921,13681
2378,0087928,9336
2347,0087932,32081
8266,0087957,13763
2928,0087980,24453
71804,0087983,38702
3441,0087985,1880
1965,0087995,13820
4214,0088000,14052
3109,0088007,38557
2406,0088011,9326
3937,0088024,9507
32825,0088083,19673
2144,0088128,15144
2852,0088146,26522
2100,0088161,2619
1375,0088170,157
3699,0088172,9663
2859,0088178,24128
3925,0088184,469
3877,0088206,9651
7283,0088213,18446
1240,0088247,218
5344,0088256,48482
1288,0088258,11031
152173,0088263,92060
26524,0088275,33138
5500,0088286,8764
6828,0088318,163549
7947,0088322,41089
2161,0088323,34584
6039,0088414,5968
7566,0088650,20561
7419,0088680,10843
3251,0088683,24735
3214,0088707,14040
4565,0088708,12500
26528,0088727,17663
3401,0088760,19736
1270,0088763,105
1257,0088794,13667
2033,0088814,10957
1199,0088846,68
1968,0088847,2108
4010,0088850,11064
5538,0088885,11243
2787,0088889,10552
6345,0088915,1816
2413,0088930,15196
5335,0088931,42048
2407,0088933,10328
4001,0088936,20721
2739,0088939,873
6664,0088944,10999
9004,0088979,16248
6964,0088987,40913
6731,0088993,8408
3432,0089003,24873
7615,0089015,294
2369,0089017,8130
36152,0089052,42034
2370,0089087,11532
7481,0089092,11864
7743,0089114,9872
3763,0089118,9873
2073,0089126,20348
7307,0089153,12775
2371,0089155,9749
8392,0089160,71125
5278,0089167,24585
1978,0089173,9731
2867,0089175,11797
3961,0089200,18498
4219,0089208,16263
2005,0089218,9340
6718,0089222,27590
3816,0089276,29263
2655,0089308,29794
4949,0089348,15983
3102,0089360,12235
2405,0089370,10303
26547,0089374,9056
2077,0089385,35144
7340,0089393,24548
7308,0089421,9838
6786,0089424,11703
3479,0089457,526
4442,0089461,13938
2143,0089469,11976
2377,0089489,11954
4276,0089504,27223
3704,0089530,9355
58520,0089537,383
8884,0089543,10905
8880,0089560,11177
1300,0089606,8816
4952,0089622,33525
3501,0089643,34322
2615,0089652,18252
2794,0089670,11418
1969,0089686,10014
6744,0089730,19064
2086,0089731,13380
1959,0089755,606
2401,0089767,8879
3608,0089791,5683
5471,0089798,49370
2758,0089816,41166
2379,0089822,10157
3690,0089826,23919
3685,0089841,2075
97817,0089852,164753
2065,0089853,10849
26554,0089869,10176
2402,0089880,1369
1217,0089881,11645
3018,0089885,1694
1297,0089886,14370
2373,0089893,9626
6582,0089901,10553
4533,0089907,10925
2093,0089908,13155
2411,0089927,1374
2344,0089941,11893
3637,0089960,44018
2399,0089961,13764
3399,0089994,36536
6896,0090015,42044
5433,0090021,17898
7027,0090022,11509
26555,0090056,9080
2146,0090060,11557
4293,0090098,19357
6636,0090103,8992
7083,0090110,42045
7036,0090142,11824
6906,0090151,64945
42351,0090163,17835
7040,0090180,9846
3693,0090190,15239
2069,0090203,47908
3402,0090219,123047
2376,0090264,707
3385,0090274,19259
2134,0090305,11814
26562,0090319,16082
1674,0090329,9281
2414,0090357,11904
3223,0090366,33078
2470,0090555,9671
3112,0090556,34760
26564,0090557,14670
7042,0090563,11986
2475,0090567,18588
5404,0090570,15677
80717,0090579,2754
2262,0090583,18169
1200,0090605,679
2141,0090633,4978
1330,0090655,24913
2458,0090660,2620
4043,0090670,13715
2416,0090685,15596
3442,0090693,33762
3740,0090728,6978
8743,0090729,22976
7305,0090738,19345
2076,0090756,793
2453,0090768,24086
2736,0090774,32060
5539,0090799,19975
2312,0090830,1890
2147,0090848,13853
3692,0090849,26554
4981,0090852,11938
6800,0090859,9874
2474,0090863,11873
75823,0090866,26558
2738,0090886,48259
4492,0090887,3980
2465,0090917,33278
2345,0090934,123056
5548,0090966,9941
1273,0090967,1554
8933,0090985,18499
2419,0091024,44326
2918,0091042,9377
2046,0091059,10122
2455,0091064,9426
1979,0091080,10225
7984,0091083,14510
26574,0091113,42021
2735,0091129,10136
3459,0091142,33516
2048,0091149,9994
2374,0091159,13698
6473,0091164,36372
6993,0091167,5143
2786,0091178,24103
2476,0091187,10015
2417,0091188,13818
1275,0091203,8009
2938,0091214,48797
3360,0091217,5693
2148,0091223,11415
2450,0091225,10658
6818,0091251,25237
2815,0091278,11037
1131,0091288,4480
2468,0091306,10945
2421,0091326,8856
2368,0091344,31947
1967,0091369,13597
6201,0091374,21867
6308,0091396,9930
2746,0091419,10776
2880,0091431,10974
3480,0091445,13346
42191,0091455,13925
4210,0091474,11454
1132,0091480,4481
7011,0091495,8047
2119,0091499,9980
2745,0091530,11416
2349,0091538,10002
2375,0091541,10466
2749,0091554,31924
2734,0091557,11120
5367,0091578,11240
3491,0091579,39406
2467,0091605,192
3696,0091630,15762
3707,0091635,10068
2741,0091637,26789
5342,0091647,26725
1349,0091651,28198
2418,0091653,29968
26578,0091670,24657
2261,0091680,18282
2469,0091738,10013
1090,0091763,792
2380,0091777,12118
1995,0091778,11133
2145,0091790,11522
2903,0091799,12662
2992,0091829,13511
6644,0091830,54898
4180,0091836,29492
4218,0091860,21309
89045,0091865,60375
1296,0091867,11257
2457,0091875,15698
2463,0091877,12151
4407,0091886,6106
3390,0091934,58048
3422,0091939,27995
26581,0091943,41480
4545,0091949,2605
2348,0091954,14924
4410,0091983,11300
3941,0091990,40760
2473,0091991,12278
4812,0091993,13766
1259,0092005,235
1376,0092007,168
31000,0092035,66600
3819,0092048,11830
6350,0092067,10515
2460,0092076,16337
3465,0092079,52961
2478,0092086,8388
1101,0092099,744
2472,0092105,11038
4006,0092106,1857
2464,0092112,25438
43838,0092115,33061
7815,0092117,24798
4753,0092147,34223
2415,0092173,215875
6315,0092214,29355
2260,0092225,41090
26585,0092263,11471
4355,0092272,17465
26587,0092337,0
2471,0092493,9396
8169,0092494,11548
2133,0092513,14367
2748,0092534,9710
2244,0092537,37818
4079,0092546,5709
4566,0092548,25678
103813,0092549,59558
3343,0092559,61651
3706,0092563,635
74282,0092571,40724
77291,0092580,25832
8128,0092593,1786
6791,0092603,11832
4080,0092605,11215
4081,0092608,26477
1255,0092610,9964
4082,0092618,10937
2753,0092627,39074
1332,0092632,32076
3673,0092638,21299
4084,0092644,96
4086,0092654,11028
4088,0092656,67307
3394,0092666,918
3444,0092675,11690
4089,0092690,19324
4090,0092695,19933
2243,0092699,12626
3715,0092710,38921
4091,0092718,12919
4092,0092746,15785
45987,0092758,42003
3017,0092796,16288
4095,0092804,12506
3393,0092834,28370
4098,0092843,39507
2754,0092850,66194
1088,0092890,88
4101,0092904,30994
7987,0092906,24341
7102,0092925,10023
4500,0092929,27362
4102,0092948,17159
4103,0092965,10110
4104,0092974,18935
1261,0092991,765
4106,0092997,20287
3101,0093010,10998
3716,0093011,35463
4108,0093029,71881
4109,0093036,15658
2751,0093051,24081
1222,0093058,600
2449,0093072,14443
4111,0093073,28368
2451,0093075,6917
3962,0093091,28605
4114,0093104,48149
3448,0093105,801
3388,0093148,8989
1988,0093176,39929
3917,0093177,9003
3576,0093185,12476
4115,0093186,26156
1211,0093191,144
4116,0093200,34101
2972,0093206,42006
4117,0093209,32054
2149,0093220,37530
4037,0093223,26719
980,0093229,39448
4121,0093260,2614
6415,0093267,47715
4122,0093277,40962
4123,0093278,12704
4124,0093300,580
3478,0093378,16620
1960,0093389,746
73531,0093393,41970
4126,0093407,13703
2000,0093409,941
26599,0093412,4043
2755,0093415,2115
4005,0093428,708
4128,0093437,1547
4130,0093476,2608
4131,0093477,32058
4132,0093493,10019
4133,0093507,11649
3090,0093509,24276
3094,0093512,26371
3042,0093516,40772
4135,0093560,13509
4136,0093562,63639
3072,0093565,2039
7411,0093582,4365
3395,0093596,61178
3727,0093605,11879
3777,0093608,11822
8854,0093624,24924
1970,0093629,10072
4139,0093638,34379
3505,0093640,10083
4140,0093648,22915
6525,0093660,40634
2752,0093690,20242
7016,0093692,1825
8614,0093693,10780
4297,0093713,11174
7198,0093737,17258
8713,0093744,19051
4002,0093748,2609
2381,0093756,10587
3527,0093773,106
3547,0093776,27857
26603,0093777,8852
1197,0093779,2493
5521,0093780,10081
2750,0093818,30890
1394,0093822,378
4215,0093857,16889
2985,0093870,5548
8623,0093886,11584
3698,0093894,865
8123,0093913,42013
26606,0093978,30421
3939,0093996,27764
1290,0094006,15143
2956,0094008,31650
3033,0094012,957
5553,0094025,10859
3071,0094027,29154
4670,0094035,25155
7878,0094048,9698
51207,0094057,22172
7026,0094072,14671
2643,0094074,11411
67957,0094075,1387
2164,0094077,28070
4332,0094082,12623
7478,0094089,42015
5308,0094137,12154
6816,0094138,13339
4333,0094142,11896
1395,0094155,10896
2194,0094226,117
4007,0094291,10673
4988,0094318,19209
3391,0094321,26827
7046,0094332,6069
1202,0094336,13446
3329,0094347,19958
4462,0094593,38965
4466,0094602,9395
4464,0094606,31052
4465,0094608,10868
3710,0094612,10117
1274,0094625,149
3701,0094631,10128
4469,0094669,4281
4470,0094675,2
4471,0094678,26044
4473,0094712,14911
4474,0094715,15592
4475,0094716,15267
2174,0094721,4011
3370,0094731,31618
2797,0094737,2280
4477,0094744,30502
4478,0094746,19382
4479,0094747,24679
65135,0094754,51247
4480,0094761,9599
26614,0094791,8677
3768,0094792,27352
6602,0094793,27814
4482,0094799,17170
3361,0094812,287
4483,0094824,18509
1991,0094862,10585
4703,0094868,41951
3714,0094882,73079
4486,0094884,14441
4487,0094889,7520
2408,0094890,11285
4488,0094894,10126
4489,0094898,9602
4490,0094910,23752
4493,0094919,10127
4495,0094921,27397
3211,0094924,35119
4496,0094933,9748
2020,0094947,859
4498,0094963,10651
2551,0094964,9540
3680,0094980,36724
1036,0095016,562
4499,0095031,10141
26622,0095050,49314
4322,0095082,13554
4501,0095088,5680
4502,0095107,26386
4503,0095119,34053
1079,0095159,623
4506,0095174,10675
1980,0095179,10281
2796,0095188,14170
3449,0095238,104301
4508,0095243,10130
1216,0095250,175
4509,0095253,2617
2926,0095270,11054
1985,0095271,11357
3918,0095294,9064
70201,0095302,47870
4511,0095304,21362
5690,0095327,12477
4066,0095348,17006
4515,0095360,26723
2816,0095382,11955
4516,0095409,20443
4859,0095428,77670
8656,0095468,10754
4518,0095488,11347
4519,0095489,12144
2022,0095497,11051
4520,0095519,13704
3687,0095525,22500
4521,0095532,12505
3496,0095564,118098
52831,0095583,14240
2247,0095593,2321
4522,0095599,41963
3104,0095631,9013
4523,0095638,13482
4326,0095647,1632
5641,0095649,41971
2900,0095652,29787
4524,0095654,34014
3067,0095675,4203
4526,0095687,12120
4062,0095690,11191
3868,0095705,37136
2173,0095709,34637
26631,0095715,18917
4527,0095736,47818
1971,0095742,10131
1172,0095765,11216
4528,0095774,38617
709,0095776,12233
3412,0095800,2383
4529,0095801,3543
3837,0095863,15158
2382,0095882,11825
1996,0095889,10306
5643,0095895,24348
3197,0095897,11851
3840,0095925,26515
4012,0095927,40820
1961,0095953,380
2404,0095956,1370
4531,0095963,9604
5305,0095989,15482
4532,0095990,24929
4534,0095993,13965
4537,0096018,18197
6244,0096028,45129
4538,0096029,70842
4539,0096030,38909
3423,0096054,36739
3087,0096061,9647
4541,0096071,11503
2263,0096073,11082
4003,0096094,12714
4543,0096098,9717
4544,0096101,11966
4546,0096163,8740
2246,0096166,129628
3138,0096171,32331
4550,0096203,26798
4009,0096219,10132
4181,0096223,25447
2802,0096244,10396
4552,0096251,41428
4553,0096256,8337
1189,0096257,14285
3613,0096259,52770
5971,0096283,8392
4555,0096289,8463
4557,0096316,28176
4558,0096320,9493
3577,0096324,5241
3142,0096328,18161
1295,0096332,10644
2733,0096378,21185
4559,0096380,26603
32515,0096409,28448
4560,0096425,33172
4561,0096426,29095
2987,0096438,856
2193,0096446,847
4562,0096454,12582
2245,0096463,3525
4563,0096486,10001
1378,0096487,11967
26649,0096639,13057
2072,0096734,11974
1127,0096754,2756
4467,0096764,14506
2123,0096787,11497
4564,0096794,11352
4567,0096804,25682
2011,0096874,165
